,Type,ASM,constrast,correl,variance,inv diff mom,sum aveg,sum var,sum entropy,entropy,dif var,dif entropy,IMC1,IMC2,colors
138,3,0.05113,569.14420,0.36598,440.43475,0.09067,270.45302,1192.59481,3.24253,4.32352,0.00084,2.91434,-0.79638,0.99791,0.48500
139,3,0.05601,120.75531,0.32178,111.44229,0.17039,196.84191,325.01385,3.18166,4.22189,0.00142,2.76774,-0.70093,0.99324,0.53250
140,3,0.05833,58.54779,0.39625,53.23757,0.16555,261.38685,154.40247,3.12975,4.18217,0.00130,2.55765,-0.69493,0.99263,0.53250
141,3,0.05320,207.91095,0.32109,168.98192,0.10196,222.17484,468.01675,3.17777,4.27592,0.00109,2.90044,-0.77738,0.99711,0.51750
142,3,0.05034,371.17851,0.08797,194.83528,0.09673,383.92116,408.16262,3.25243,4.33864,0.00061,2.98579,-0.77511,0.99746,0.44000
143,3,0.05252,866.78391,0.26538,603.23999,0.10501,413.24632,1546.17607,3.28011,4.30596,0.00053,3.05280,-0.77558,0.99674,0.44750
144,3,0.05797,73.12173,0.48961,63.78429,0.18757,292.79248,182.01541,3.16774,4.19831,0.00118,2.56408,-0.69841,0.99170,0.34500
145,3,0.06820,12.99060,0.35770,11.61878,0.28282,161.11070,33.48451,2.95197,4.03832,0.00281,2.18501,-0.54839,0.95667,0.71500
146,3,0.05278,275.70343,0.37343,248.32159,0.10297,373.77778,717.58292,3.26427,4.29288,0.00063,3.00019,-0.76046,0.99687,0.43250
147,3,0.05432,472.91258,0.31219,339.51064,0.09272,383.66993,885.12997,3.26568,4.27100,0.00056,3.08601,-0.76117,0.99562,0.53250
148,3,0.05714,209.53554,0.30849,191.35339,0.16071,339.84845,555.87801,3.15806,4.21680,0.00072,2.96879,-0.68588,0.99055,0.48000
149,3,0.05590,167.15319,0.24415,110.56161,0.15312,199.60580,275.09326,3.13495,4.22711,0.00149,2.70661,-0.72454,0.99488,0.52500
150,3,0.06074,29.83374,0.27648,22.26635,0.22384,196.54943,59.23167,3.02931,4.15457,0.00163,2.58739,-0.65438,0.98929,0.54500
151,3,0.05136,951.87582,0.24705,681.08005,0.07969,416.07271,1772.44440,3.29166,4.32189,0.00053,3.02285,-0.79456,0.99801,0.46250
152,3,0.05406,136.68382,0.17804,85.22541,0.12085,285.73693,204.21782,3.14842,4.26960,0.00092,2.89208,-0.73212,0.99461,0.52750
153,3,0.05267,321.67239,0.13622,175.23465,0.12491,267.64052,379.26620,3.14875,4.29370,0.00090,2.89248,-0.75426,0.99618,0.39000
154,3,0.05470,212.11275,0.22102,140.25277,0.17515,192.54984,348.89833,3.15724,4.24754,0.00148,2.75225,-0.69057,0.99154,0.54500
155,3,0.05600,71.34967,0.46194,62.79203,0.20871,154.71895,179.81845,3.19084,4.23488,0.00178,2.71040,-0.70049,0.99388,0.59750
156,3,0.05369,62.10212,0.39404,55.94248,0.13489,299.36275,161.66780,3.15664,4.27369,0.00108,2.65421,-0.74235,0.99562,0.53250
157,3,0.05923,21.49673,0.31873,18.61871,0.25364,159.00735,52.97812,3.02268,4.15389,0.00239,2.40835,-0.62654,0.98218,0.51750
158,3,0.05679,54.14583,0.25222,37.96769,0.18773,350.33864,97.72493,3.10359,4.20718,0.00106,2.52920,-0.65748,0.98894,0.47750
159,3,0.05240,853.96405,0.34766,610.50150,0.11472,272.96324,1588.04196,3.27000,4.29860,0.00096,2.93392,-0.77031,0.99702,0.53500
160,3,0.05223,1015.58987,0.28753,756.55671,0.13043,279.49346,2010.63696,3.25980,4.29615,0.00078,2.99140,-0.74678,0.99585,0.35500
161,3,0.05350,676.17198,0.26539,437.82179,0.11203,266.09273,1075.11518,3.19357,4.27837,0.00087,2.97605,-0.76412,0.99646,0.49500
162,3,0.05052,274.54902,0.31259,219.25714,0.09334,406.45752,602.47955,3.26797,4.33537,0.00056,3.03379,-0.79303,0.99790,0.54750
163,3,0.05891,36.02859,0.29338,29.84147,0.20943,257.65114,83.33730,3.08989,4.16909,0.00133,2.55998,-0.65841,0.98746,0.49250
164,3,0.05144,448.88603,0.35599,378.87887,0.07349,363.14011,1066.62944,3.30012,4.32311,0.00061,3.03216,-0.79770,0.99792,0.44250
165,3,0.05084,170.29453,0.45538,151.95097,0.12042,149.45057,437.50936,3.29001,4.32720,0.00140,2.94594,-0.78580,0.99773,0.54500
166,3,0.05923,101.38807,0.27484,73.60826,0.19604,190.81863,193.04496,3.12106,4.17490,0.00143,2.73673,-0.69280,0.99121,0.52000
167,3,0.05605,60.38725,0.27518,43.98876,0.15140,287.66503,115.56779,3.12687,4.23781,0.00114,2.67905,-0.74768,0.99559,0.49500
168,3,0.06294,39.05637,0.39156,33.86501,0.21737,155.05392,96.40369,3.07048,4.10686,0.00218,2.49025,-0.66716,0.98875,0.59250
169,3,0.05626,88.03758,0.39887,76.20591,0.14731,241.85866,216.78606,3.12756,4.22219,0.00133,2.65688,-0.72160,0.99398,0.45000
170,3,0.05063,691.84845,0.31355,530.92544,0.07022,298.71283,1431.85329,3.24722,4.33292,0.00076,2.99832,-0.78073,0.99775,0.45500
171,3,0.05471,127.75817,0.25607,94.21016,0.12516,240.17974,249.08247,3.14112,4.25264,0.00107,2.87355,-0.73673,0.99391,0.46000
172,3,0.11585,394.01062,0.11434,299.65834,0.35126,417.81373,804.62273,2.56749,3.57372,0.00117,2.27070,-0.51408,0.88891,0.46250
173,3,0.05175,645.18587,0.24300,424.68630,0.08875,276.21446,1053.55933,3.27614,4.31086,0.00076,3.02513,-0.78722,0.99768,0.46000
174,3,0.05179,1057.26757,0.35794,1063.87229,0.11127,331.47345,3198.22158,3.23936,4.31045,0.00066,3.00942,-0.78576,0.99729,0.32250
175,3,0.05093,410.03023,0.35478,351.10875,0.08414,281.82925,994.40477,3.27848,4.32352,0.00075,3.04902,-0.78025,0.99750,0.50000
176,3,0.05309,585.90768,0.37661,565.36578,0.09679,288.30801,1675.55544,3.23279,4.29084,0.00079,3.02374,-0.76151,0.99493,0.55500
177,3,0.06012,16.23366,0.30297,13.90765,0.24333,155.27124,39.39692,2.97768,4.15386,0.00249,2.34974,-0.60750,0.97856,0.61500
178,3,0.05679,147.24796,0.27611,139.38197,0.17826,163.50449,410.27992,3.08711,4.21606,0.00168,2.71851,-0.69903,0.99119,0.49000
179,3,0.05398,484.48897,0.35708,358.01235,0.12310,387.72998,947.56042,3.19735,4.27315,0.00078,2.76684,-0.75957,0.99643,0.46250
